"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0003447",55.0703152710605,1.96110725475979,0.32670092948401,6.00275994885339,1.93991324539382e-09,6.94122606302501e-08
"FBgn0030041",123.578200648876,-2.79172234721857,0.296556768500833,-9.41378732082702,4.78574681499886e-21,6.33313828518183e-19
"FBgn0030051",48.7891856259455,1.10050467290575,0.315886037867349,3.4838661446882,0.000494226596692246,0.00586111968225214
"FBgn0259741",47.5562801112287,1.28851070883396,0.321201082568483,4.01153912225448,6.03241777809795e-05,0.000934800502156182
"FBgn0030160",35.9720062553077,1.00156814138689,0.359486426889436,2.78610836590761,0.00533450350091011,0.0410222706277099
"FBgn0052681",238.095188519578,-1.05364741235767,0.173531756352857,-6.07178440708684,1.26496685886491e-09,4.66638438157378e-08
"FBgn0052677",75.0131752713927,1.25552941057996,0.265091534411101,4.73621088417293,2.17751007338742e-06,4.91975649914118e-05
"FBgn0025111",2194.66017045299,2.83189512205789,0.101434242663588,27.9185317274957,1.58960105485665e-171,3.31312599858497e-168
"FBgn0003360",6410.64597533113,-3.16415172205219,0.109383916334831,-28.9270290192073,5.45970021938937e-184,2.27587603645246e-180
"FBgn0003366",27.0673410564286,-1.79888417014806,0.447081758035837,-4.02361343941005,5.73119589519286e-05,0.000896453661880354
"FBgn0030326",208.802072210454,-1.22354311616819,0.209821269475289,-5.83135884759428,5.49778075644438e-09,1.87081625169293e-07
"FBgn0052625",223.704974753528,1.57678747845651,0.202664658924075,7.78027845026113,7.23650921817121e-15,5.85735702445567e-13
"FBgn0030598",56.0700535261113,2.28500498472635,0.324011001520481,7.05224505959227,1.76053781859383e-12,1.01927804122339e-10
"FBgn0263257",121.318731253506,-1.02226924770056,0.234609966616888,-4.35731381084033,1.31668422058298e-05,0.000253514927182454
"FBgn0030954",25.2786591846801,1.41803258945693,0.426444922307553,3.32524205419953,0.000883418025115068,0.00933809112896732
"FBgn0085359",101.02563399178,-4.9482108282581,0.43043320824929,-11.4958853857584,1.3835505770588e-30,3.20407254470533e-28
"FBgn0031150",1191.84745584593,1.25461586297162,0.105650482401543,11.8751550816704,1.59338296175757e-32,4.74429776863316e-30
