195484
131	449	76
523	695	395
0	94	0
211	449	95
523	695	334
0	94	0
232	449	95
523	695	313
0	449	0
523	695	450
0	94	0
303	449	95
523	695	242
